a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,eig1,eig2,eig3,eig4,eig5,sum_squared
-10,6,9,-6,-8,8,-8,6,-6,-8,4,-10,8,9,-7,6,-5,0,-6,-1,-8,-1,-5,0,-2,-15.80908855280879,-10.40549772738918,-6.3174283847910235,9.939835081813587,4.592179583175419,518.0
-2,-8,3,6,0,0,-2,-10,6,0,2,1,9,4,0,8,6,-2,-2,8,9,5,-1,7,4,-11.73121052376673,12.077715852174304,7.599931486370659,2.9400387995534327,-3.886475614331679,365.00000000000034
2,1,-5,4,-9,10,3,-3,9,-6,5,-5,-10,1,-6,6,8,4,2,2,-4,-1,-1,9,-6,12.268423393212831,-16.161976908873022,4.19376173847773,-7.144268884325903,-2.1559393384916454,484.9999999999995
-7,-5,1,-6,-2,-6,10,-6,2,-9,5,-2,-7,2,-5,-4,4,10,8,6,-3,-3,-5,-10,-4,15.526781379478958,-11.567927114500595,-8.785760620242034,0.3808415435476498,4.446064811716034,471.99999999999955
-3,-3,1,3,6,9,4,-8,6,0,0,-7,-3,-3,-3,-1,10,-6,-7,10,3,-4,3,7,-2,-15.594658084032957,11.536233266938403,-6.2445459970677,-4.677757119068204,3.980727933230478,452.99999999999966
10,1,-10,-8,-1,-5,1,3,9,-7,-10,6,0,4,6,1,10,-5,-3,4,0,-1,-1,-1,6,16.72557247835914,8.235022920086251,3.5856968087917886,-3.8245889645338775,-10.721703242703326,489.99999999999955
6,1,9,6,-10,7,-10,-3,9,4,2,-6,5,-2,-6,9,-1,-7,10,-3,-3,10,5,-7,-8,-17.66859850126994,16.993034825576608,-4.209251006288474,4.734382435019709,3.1504322469620893,651.0000000000001
-2,-9,-7,-10,-7,3,-2,-10,4,-8,-1,-5,6,-8,3,-10,-2,-7,-2,2,0,-7,-9,-1,-5,13.53100284524156,-15.084381639931586,-7.62679626508053,3.743635156769657,0.43653990300087236,483.0000000000004
-5,5,-7,6,-8,7,3,-10,1,0,-1,-6,4,3,1,-4,4,-1,9,-6,1,6,2,-8,3,-9.731760741420858,-1.2551473373989301,1.1746467729399506,11.263577642585316,12.548683663294506,382.00000000000034
-9,-4,6,-5,9,9,6,-3,5,-9,1,5,-5,-10,9,-6,-9,-10,-1,-6,10,-5,1,8,2,-13.221550059501292,-8.415570993929327,-2.438742119174849,5.24940880231392,11.826454370291563,418.99999999999994
6,-2,5,2,3,6,-2,10,-7,9,4,7,9,-9,-5,4,-5,-5,-9,-3,-5,0,-4,-2,-2,17.23229492469644,6.182840081856958,-1.7911789716075976,-5.999999999999997,-13.623956034945786,560.0000000000006
1,9,9,-10,-2,3,10,-4,-10,4,10,0,-7,-3,3,-9,10,-8,-4,10,2,0,-4,5,10,-13.60705736605263,-5.0139814548877135,1.4207653411879955,16.223299617550285,10.976973862202065,596.0000000000007
-1,-5,3,-3,-2,-3,-7,-7,7,-6,4,-6,7,-2,9,-6,8,-9,-4,-4,-2,-7,6,-2,-7,18.33687658337592,0.5272835836857558,-5.392174921854107,-10.287078308616204,-15.184906936591371,701.9999999999997
10,3,3,-2,8,-4,-1,-7,9,-3,-6,0,0,2,-7,-7,10,6,8,-8,5,-9,-10,-10,4,25.448204084360604,6.462524389706009,2.110779330729291,-8.558858545107025,-4.462649259688876,786.9999999999999
-6,3,7,-7,2,-2,-3,8,-8,6,3,5,-2,-4,3,-6,-8,-6,5,4,-5,3,6,-3,5,16.460405525177357,5.374358806654066,-11.360144528309997,-4.668435764577692,-6.80618403894372,497.00000000000136
-5,6,9,-4,-8,5,4,-2,-5,-3,2,-4,9,-6,-5,10,1,-8,-10,-5,-9,-8,-4,4,9,-13.792983191047947,-7.261991243446271,16.876885333401056,8.95898530216397,2.219103798929196,613.0000000000013
-8,-10,8,-10,-8,-10,-2,-5,1,1,10,-5,-7,1,-10,-4,3,1,9,-4,-10,-5,5,-3,-10,14.933313938794209,-21.839354837792904,4.667136747560649,-4.412805252154249,-11.348290596407729,870.0000000000009
-8,7,4,1,-2,0,10,-1,6,-4,-10,5,7,-2,-2,9,3,-7,-10,-2,8,-4,-2,-8,-7,12.147706276136427,3.3472393111969136,-13.460445374746037,-3.6570967550931597,-6.37740345749415,393.9999999999996
7,1,-8,-2,7,2,10,4,1,5,4,4,-4,5,9,-5,-4,8,-3,-8,-2,-2,9,-3,-4,-15.38973455185966,10.856405772497627,-0.2058612768988638,6.708819379873635,4.030370676387241,415.9999999999995
-2,5,-7,-7,-6,10,4,8,-2,5,-9,9,3,3,4,-7,-5,-1,7,1,1,6,-8,7,-5,-16.91890885377237,14.864831774146346,-1.2697123887316246,1.930423282928866,8.393366185428794,582.9999999999998
-10,8,1,-5,-2,7,-8,-3,0,6,-6,-8,9,-5,-4,-6,-7,-3,6,5,-6,-7,9,9,-7,10.65948157710119,4.270638898108232,2.2380951770799014,-16.75207681455723,-10.416138837732102,526.0
-7,1,8,5,3,1,6,-1,-6,10,9,0,-3,9,1,4,-9,6,5,8,6,5,-3,9,-5,-17.490500947825158,-11.858153034571933,-1.1903486113440813,16.42309639223161,10.11590620150956,819.9999999999995
2,-2,0,-9,-5,2,-4,2,1,-6,4,6,2,3,-7,-3,8,9,-4,3,5,-5,-5,-2,-9,9.227542128258754,-14.255774078912163,0.6878245339110818,-3.176974267470201,-5.482618315787471,329.0000000000001
-3,9,6,-10,3,0,4,6,-1,0,10,8,9,1,-4,-3,7,6,0,-10,-3,-3,-7,1,2,14.998525262195658,-8.380487308186158,-5.6386525022235965,8.183348415356317,2.8372661328577684,401.9999999999995
-9,10,9,5,8,6,-10,-10,-4,3,5,-4,10,-4,-10,6,0,-5,-4,-8,-4,4,2,-3,9,-20.660258897698895,-7.160963077800946,1.2092151648530436,11.922721639667994,10.689285170978806,736.0000000000003
-4,-3,8,-3,-5,3,9,10,0,1,3,2,7,-1,5,-1,-8,-9,-6,6,-5,-1,2,0,-8,13.659187640172341,-11.722828256793798,-8.315572540263833,0.5672024883387133,3.8120106685465895,408.00000000000057
-6,-10,2,2,-2,-2,-7,0,0,-2,4,8,-6,-6,1,-2,-6,-3,3,-4,4,9,-1,-5,0,5.993486941212291,-9.447554404543222,-7.981684691710143,-1.6912092307820776,-2.873038614176852,200.00000000000009
6,-4,10,-8,0,-1,4,-5,-5,7,9,-10,5,5,9,-5,0,9,10,-9,-2,10,4,4,-10,-16.222038161961013,-6.426769518681103,19.130250812255778,13.327886368240792,5.190670500145546,875.0000000000008
4,2,-5,1,-10,-5,-10,9,4,5,-3,5,-1,0,5,-10,-10,5,9,9,5,3,7,5,-10,12.596426034917815,3.144715411701254,-3.788276746781012,-8.239859496418626,-11.713005203419442,387.99999999999955
8,-1,9,4,-3,7,-5,-3,5,5,5,5,9,-8,-1,-3,-3,-5,1,-10,6,9,5,-9,8,-8.436081319505291,-4.512237150224695,16.743589546198894,10.960659217850031,6.244069705681044,530.9999999999995
7,-8,9,10,6,6,-7,10,6,1,-3,6,-10,5,6,-5,6,0,-9,-5,-3,8,10,-3,-6,-16.90403224313861,-9.504969322439942,2.913892440058377,0.049469358149828106,-1.5543602326296504,386.9999999999998
5,2,-1,8,-1,-4,-7,-5,-10,6,0,-7,2,-8,1,10,-5,5,-3,-3,-4,6,-4,1,-3,11.76608735320032,-14.177890537143963,-5.8899599902626925,-1.9479829445971981,4.249746118803527,395.99999999999926
-6,0,-6,5,-8,-1,4,-10,-7,-3,-1,1,8,5,4,10,-2,4,-9,-9,-10,2,6,-6,4,-16.605801836123785,-10.021063594077274,14.753419324688089,6.823660216254987,6.049785889258009,676.9999999999993
2,-5,2,4,-1,-5,10,-9,6,-6,-3,6,-9,-2,-2,-2,6,-4,-10,-1,2,-4,1,-2,0,12.24913510956046,-12.138593369556078,-0.1609414140625845,-1.3023746070108284,-5.647225718931,331.00000000000034
-4,-4,-7,7,-3,-7,2,7,-9,-1,-1,1,-9,1,-4,6,-5,-9,10,-6,0,6,-10,4,8,17.415200494074085,-10.975417435176782,-7.137333758591667,0.6329296363447066,7.0646210633496365,524.9999999999998
6,-10,5,-7,1,-7,10,-9,2,3,0,-9,-2,-8,-9,-2,-5,-7,7,-3,-3,8,-2,-5,-3,21.445998420227557,-11.665050687440088,10.602524805717946,1.701509424797518,-4.084981963302948,727.9999999999991
2,-9,-6,4,-3,-10,8,3,8,-9,2,2,5,-3,9,9,6,4,3,4,-10,-10,9,6,-1,-18.57130419891498,-2.722902598640559,8.851261693265009,15.39382663292592,14.049118471364649,865.0
-6,-6,2,-7,-4,3,8,1,1,7,8,5,2,-10,2,-5,8,-7,9,-5,-6,1,-2,-3,-4,-11.951617916261718,16.450969909588878,-5.199621877014413,1.0134219837646437,8.68684789992258,517.0000000000005
-2,-9,6,-3,4,-7,10,5,-1,-4,-7,7,1,6,-7,-10,-5,1,0,-3,-2,-3,-4,-6,1,17.04408088697312,-8.887020673120992,4.432943396581882,0.6434413543196705,-3.233444964753673,400.0000000000008
9,2,-5,-9,-9,6,-7,8,-8,-1,-9,6,0,-5,6,-5,3,3,-8,-9,-10,7,6,-8,-1,18.78886012709972,5.8769495325826195,-16.166626313397813,-11.620512155265326,-3.8786711910191727,798.9999999999987
7,-10,8,-8,-9,-2,-2,-1,-5,-5,4,-2,2,5,-1,-6,6,-4,-4,-2,-3,-1,0,-4,9,13.876406404544426,8.780262525363932,-7.359477416145535,-3.7408064900100766,0.44361497624726537,338.0000000000004
-10,0,-3,8,-1,5,7,8,-1,10,10,0,1,-6,-5,8,6,-6,7,-8,-6,9,-8,7,1,-12.326830713073237,-7.714677570184847,13.85838281150766,3.8261767556476602,8.356948716102774,488.00000000000006
8,5,10,-5,2,-2,3,1,8,0,9,-5,-6,-1,-3,-7,7,0,-5,7,-8,-7,-6,10,-2,15.025325795019107,5.249479665623836,2.75435183251099,-16.979258734430815,-8.049898558723134,613.9999999999992
3,1,-3,0,7,4,2,3,5,5,-10,2,0,-7,-7,-9,9,-4,6,5,1,2,-9,9,5,18.906245799038086,9.392767186079976,-9.46165641446733,-3.7404831990203697,0.9031266283696504,550.0000000000008
-6,5,-3,3,-6,6,-8,5,9,-4,-5,7,-1,10,4,-1,6,5,4,5,-3,-4,4,5,4,15.21466559787325,7.088167825826192,-16.282495150762227,-9.097404621727176,-3.922933651210029,644.9999999999997
6,-9,-10,-4,-7,-10,10,-5,-7,10,5,-1,4,4,-6,-6,-4,8,4,9,-7,-1,-8,6,5,20.642701796119617,-9.005370909639675,14.472465502081763,-1.0199804616264487,3.910184073064741,733.0000000000002
8,-1,4,-8,-5,6,2,7,-9,-4,10,10,-8,-7,-4,7,-9,-4,5,-4,-9,-5,-9,-9,7,20.053133612976815,13.363839114207426,-0.30711145096760584,-5.643925652926046,-13.465935623290584,793.9999999999992
-2,3,10,3,-8,2,0,4,2,1,2,3,7,2,7,3,8,-7,10,9,-6,9,8,-5,4,-9.739916376327205,14.585183963503514,1.3024715753269411,4.068196873156779,8.784063964339989,403.00000000000057
-7,8,2,9,5,-2,-8,1,7,-4,-5,1,9,-7,-10,8,-8,-3,-5,-1,6,2,-9,-8,5,17.19970455591464,-12.677459872601263,-1.1171886240444973,-2.973868981825432,-6.431187077443491,508.0000000000001
-3,10,-6,-5,-5,9,-7,2,6,-4,-3,-4,6,-9,7,-6,-1,1,7,6,-9,-3,4,8,9,20.078775549663277,-15.3975758997724,8.806215557232832,-0.0014831101126563263,-1.4859320970110397,720.0000000000005
7,5,5,-3,10,1,10,-5,-4,1,5,2,-10,6,1,-1,-3,-1,-10,3,9,-3,-3,-8,9,-11.96408781829303,-6.221096679596894,-3.6497832200942666,17.48434012852324,10.350627589460968,607.9999999999994
1,-4,-6,10,-1,3,10,3,-3,0,0,-1,-5,-3,2,5,3,-10,-2,2,4,-7,8,10,-5,-13.814338502060677,-3.808703624362177,0.9841973435434238,8.915426718465554,6.723418064413893,331.00000000000006
10,-10,9,5,5,-4,-2,-2,8,1,6,5,8,7,-1,2,3,0,-10,-9,-5,-4,-4,6,6,17.378572548383698,5.360559518861869,-0.7329975520688542,-5.573579503758743,-4.432555011417944,382.00000000000085
9,3,-8,7,4,3,-9,-6,-1,-8,3,-1,9,-10,-7,1,2,-1,10,1,5,5,-7,6,8,19.28142767578098,-5.799525582295764,0.6352129679306551,6.121917729328311,6.760967209255827,488.9999999999998
2,9,6,-4,-10,7,6,7,-7,-7,-3,9,-1,-10,-8,4,-10,-3,3,-8,-8,0,-7,0,-8,20.89461413267321,-16.565087620969635,-6.259933985710581,4.425096762621932,-0.49468928861494094,770.0000000000005
8,7,-10,-1,-10,6,3,1,4,1,-10,-3,0,4,6,9,6,-5,-6,1,-6,1,9,8,-8,18.604901417982443,5.9845407485032345,-14.713435308509245,-8.120555118482967,-4.755451739493478,686.9999999999989
-9,5,2,6,-8,-3,-4,6,-3,-6,-1,-1,1,4,0,1,-1,-1,8,4,3,-8,2,3,4,11.320603960739568,-7.427169238723185,-5.349291890595548,1.437294246345595,0.01856292223358476,213.99999999999963
-4,0,-5,-8,7,-10,6,-1,7,1,-9,3,-1,5,-8,-3,-8,7,-8,-4,9,4,-8,-6,-7,12.812462492066103,5.263602384031343,-15.047257947631726,-7.347100935714338,-9.681705992751384,565.9999999999999
-2,6,7,-8,-6,-2,-7,2,6,10,7,2,9,2,-1,-7,5,5,-4,-9,4,9,-4,-8,-5,-20.82353436806747,-9.381553261017064,12.818266961284658,6.631598850497199,1.7552218173026903,732.9999999999999
10,-3,0,0,5,-2,1,-7,9,6,2,-7,-9,10,-6,-3,6,7,9,-10,9,0,-6,-6,1,20.028026748876734,9.107227954799514,8.24038219567614,-8.810243771421089,-16.565393127931337,903.9999999999989
-4,3,4,0,7,-9,-5,-3,0,10,0,4,1,8,6,1,-6,2,-9,6,1,8,4,2,1,7.197969914251743,-13.102134271817123,3.196052775144088,-7.638769581806781,-5.65311883577193,324.0000000000002
2,4,-2,10,-7,5,1,10,-4,10,-4,4,-1,-3,4,8,-9,6,10,1,0,4,2,1,-3,-13.863339641928608,16.19504234241776,8.280722250668132,-4.0200963717048435,2.4076714205475374,544.9999999999994
10,4,-8,-10,10,10,-3,-6,4,-8,-4,1,-7,-8,5,-9,2,-3,2,0,1,-9,2,-4,8,-15.068405705413243,-8.851870690056007,3.448411022042814,16.72400300402646,13.747862369399993,785.9999999999998
-9,-2,-9,6,3,-8,-6,-10,0,6,4,0,5,-4,-1,7,-9,-9,-1,-1,-10,10,-9,3,2,6.874631037616836,6.773636697097608,-0.8583258352723304,-9.53119186894205,-12.258750030500051,335.0000000000001
-1,-7,9,-7,-5,-4,8,4,-10,-7,-4,5,1,-8,-8,-3,-7,-5,5,2,-7,-10,-8,9,4,25.163622482572087,5.827452025352644,-8.955646521578508,-4.382054938990979,-0.6533730473552282,767.0000000000007
-10,-7,-3,8,5,-10,3,-10,8,-3,-6,1,-2,-1,2,-8,5,-7,9,5,0,-10,3,2,-2,-13.055860783326697,-7.289234025411698,12.906899889131495,0.8433949528355502,4.59479996677132,412.0000000000004
6,-6,10,6,-8,-2,6,-1,-10,-2,10,9,-3,7,-4,-2,-8,1,4,2,2,-2,-10,-2,2,-8.58841989953536,-5.716338565549435,1.1349711294671394,13.581953163578339,14.587834172039306,505.0
-9,-1,9,9,-3,-8,-2,-8,0,-1,7,-9,-9,-8,5,-2,-3,-5,-2,-2,-7,-1,2,-5,-2,-19.391658725820598,-10.024051742643707,-6.107794859274135,7.734214698982081,3.789290628756376,587.9999999999993
0,-1,-2,-3,-4,-5,0,4,-4,-1,-8,2,0,0,-8,-4,-4,6,9,7,0,5,-6,5,8,-8.85132831988238,-3.0008958046058454,15.061717359700081,5.206430848019488,8.58407591676867,415.00000000000034
-8,4,-4,-10,8,7,-8,-10,8,5,-3,-3,-5,4,2,0,6,4,10,-6,6,-4,-8,-2,8,15.821829249191568,6.88534165627132,-0.02581694099411661,-14.498258390073907,-11.18309557439487,632.9999999999998
-8,-1,-6,-3,2,7,-10,3,-8,-5,-1,6,2,0,-7,2,-6,5,9,8,7,9,6,5,-9,-12.85551195465786,-8.194980952738929,-7.086865569528247,9.653138791075571,2.4842196858494647,381.99999999999994
-8,-5,-2,-2,-2,-2,-5,3,-7,3,-7,8,-9,-2,9,-5,-4,-3,-6,-2,9,-2,9,3,-1,-16.604458931812502,-13.464451730405488,4.665030367281058,-3.7693457763776537,0.17322607131455378,493.00000000000085
2,0,0,-2,-6,-2,1,-9,-8,4,3,-5,-9,-9,-3,7,-1,8,8,-10,-5,0,-3,-6,-7,-12.051156178209286,-8.328440722415998,10.033542944409152,3.5229032729065377,1.8231506833095972,330.9999999999995
-2,9,10,8,10,4,7,-1,10,8,10,0,2,0,-10,5,6,8,8,1,4,6,-5,9,-2,23.40876410943869,-16.55949271420963,7.047133057030415,-3.5099916638757818,2.6135872116163092,890.9999999999993
-2,-1,8,4,-6,-9,-9,6,4,-7,6,3,-9,1,5,6,-2,10,-8,1,-7,-8,0,3,4,-18.41725201955254,-14.31825898886036,8.4266636670303,4.321912943552044,-4.013065602169425,649.9999999999993
-7,6,1,10,-2,5,-7,3,2,1,8,5,9,-8,4,2,-1,-8,-6,-3,-10,7,-5,-5,-7,11.579685677100867,3.613040863239148,-4.7964734311434825,-15.727352280851118,-12.66890082834541,578.0000000000001
-6,3,-9,8,6,7,-8,-8,8,6,3,1,8,-5,5,-1,3,1,-1,-4,3,0,9,-5,-7,9.120543861922162,2.8745301963914898,-2.5001582542816965,-11.362470761283213,-12.132445042748758,374.0000000000002
-3,-2,2,6,-10,1,-3,-6,-4,7,5,-2,1,2,-2,5,4,4,10,-2,-10,5,4,2,-5,-15.633983193934924,13.744012316944909,5.200401131039653,-3.6747508120579977,0.3643205580083555,474.0
-10,9,-4,-4,6,6,-2,-2,2,-9,-2,-4,-8,6,-9,7,8,5,8,-10,-3,-3,0,-6,1,14.382478152232647,4.413235203698218,-13.817398255898663,-6.965950347803655,-9.012364752228551,546.9999999999995
2,-3,6,-7,0,6,-8,-10,-5,4,9,-8,-4,8,-2,-7,4,4,-7,-4,-5,6,0,-6,0,-20.75908037242548,9.086536666859304,4.473082563879318,-4.045376186386848,-5.7551626719263,583.0000000000001
8,0,6,2,-10,4,6,0,2,8,10,-10,3,6,3,4,2,-7,-6,-1,-9,8,5,1,4,-11.86639946984792,16.2902171766152,-4.284875860772479,10.749542642063075,4.111515511942138,556.9999999999999
9,8,-7,-7,1,-5,-10,-2,3,8,-5,2,7,1,-4,-2,10,7,8,-6,8,7,-4,-2,-1,19.85167923681987,-10.516783728283029,6.581214946640633,-3.775796717018904,0.8596862618414215,562.9999999999995
7,3,-2,2,8,0,9,0,8,7,-5,-1,0,10,-4,2,1,6,-7,-4,8,7,1,-6,6,-14.584002463409629,18.213319410592636,-1.3739864245513804,3.4159239539271,9.32874552344127,644.9999999999984
-4,-5,7,1,-6,-10,-3,3,1,-8,3,-1,-6,10,2,-5,2,-2,-8,6,-6,-9,10,-6,6,-15.572242282437387,-6.523881329338684,-4.47887175165599,0.17974894901327582,11.395246414418745,435.00000000000125
-8,3,-8,9,4,7,-4,3,-10,1,-8,9,-1,10,-10,-2,-6,10,5,7,3,-1,-7,-2,-6,-22.571604208419586,-9.300967957221996,11.989663671718247,-0.7299444907354472,6.612852984658779,784.0000000000008
-10,-2,-6,-2,2,4,-1,-3,3,4,6,1,10,10,-7,4,-9,9,-10,-9,-9,10,4,0,-5,8.924541995722812,-12.89414932165731,-8.64382789498929,-3.0429661039224802,-0.34359867515373027,329.9999999999994
-4,-2,6,-7,-5,2,-1,2,-10,5,7,10,-9,-9,0,-2,-3,-7,-1,4,0,-2,-10,-8,8,13.050206841293338,-13.77494240575498,-6.5990725569442965,1.796357892420891,-1.472549771014947,409.0000000000006
8,1,-5,8,-6,3,-4,-10,1,-5,-6,-6,-10,10,-7,2,-1,3,9,0,10,2,-10,4,-8,-20.409929057382627,10.448403659064354,7.893451470549653,0.6150205637022388,-3.546946635933634,601.0000000000011
-5,1,10,-2,10,2,-2,8,3,6,5,5,-1,5,-3,7,8,9,9,3,10,-2,-3,7,-10,17.931718554184513,-19.735987050741688,-5.080886309450551,-0.08464460597411266,-2.0302005880181713,741.0000000000006
9,9,3,7,4,3,-8,3,4,-5,6,8,9,5,4,6,-9,1,8,-5,-4,-5,1,0,10,-8.829560663752819,18.153458616058078,0.8534629118534146,6.797180625578515,11.0254585102628,576.0
1,-8,-9,-7,-1,-8,8,5,2,-4,-4,-7,0,8,6,-2,3,5,3,-10,-1,1,-3,-7,-10,-13.34055003599251,-7.74747109869511,-0.05788373677731153,14.413428595254679,8.732476276210273,521.9999999999995
-7,-10,-10,-7,-8,0,-8,5,9,-8,-7,10,4,-10,7,0,0,-6,-7,3,3,4,5,5,6,12.692284160863359,-16.851846292022405,-9.926099544356457,3.8905277012877506,-1.8048660257722535,561.9999999999999
2,-2,3,4,3,-6,-8,-2,3,2,-6,-5,3,1,8,10,4,-10,10,8,9,8,10,5,8,20.055518800818227,10.57734576406349,1.25921603906283,-9.011329440095484,-7.880751163849095,658.9999999999989
3,0,10,-7,5,-3,-7,0,2,-10,10,-2,7,5,3,-9,-10,-3,7,-1,-3,-8,6,0,10,-11.956943823420541,-3.355610404406637,3.944001970339834,18.532362004380275,12.836190253107075,678.0
1,6,6,8,3,0,-4,8,-10,-9,0,7,-9,-1,-7,1,-1,-8,4,8,6,-1,0,1,8,12.53771392667123,6.966069389850211,0.14948726693168782,-7.2642401238650125,-12.389030459588097,412.00000000000057
-8,0,-1,-6,0,-10,9,6,4,-4,5,2,5,-8,7,-7,4,-9,-7,-2,7,3,-5,-10,8,-14.015757880171968,-5.399751338132863,3.3873830334433634,12.138384693257477,10.889741491604013,502.99999999999966
6,0,-5,-4,-2,4,10,-7,-7,2,-9,-1,7,4,0,-7,-6,-2,-3,-5,-1,3,-3,-3,-4,17.873493163657933,8.713190075783583,-8.938064465918172,1.0954031574521408,-2.744021930975478,484.0
-1,-8,-2,0,4,-7,-8,-1,0,4,-2,7,2,5,-1,6,2,7,2,0,6,-1,-3,4,7,-12.94505315369732,-4.398550986522007,1.898567524458577,9.531572743432118,7.913463872328636,344.00000000000006
10,9,-2,10,-1,-5,7,3,-5,0,-4,2,-8,5,6,10,-9,4,4,-5,-4,5,0,-6,-10,17.66765623053565,7.533590611120001,-14.304979233849158,-9.438624850966224,1.5423572431597503,665.0000000000008
-4,-4,6,-9,-8,-2,-8,4,5,9,1,3,1,2,4,-10,-4,4,-7,5,0,3,10,9,8,17.010196363065294,2.528509210952438,-14.73839288960003,-6.074447453800799,-8.725865230616888,625.9999999999995
0,-1,-7,-6,-1,4,-3,10,3,4,5,4,0,-1,10,3,8,4,8,7,-4,2,10,10,-8,14.990933246865858,-15.360532888786778,-6.214666845052489,2.5922528097693034,0.992013677204102,507.0
-5,9,0,-9,7,4,10,2,-3,8,-8,-1,1,-5,-3,-6,2,-2,-2,3,5,3,9,-10,-8,-14.734404171676173,11.758323833597885,2.4519892046447165,0.9625947743692147,-4.438503640935647,382.00000000000045
-2,9,3,-6,-2,10,-8,6,7,-7,-4,8,-10,-7,7,6,-3,-8,7,6,-2,-5,7,10,5,-23.002960614129805,-6.131878037864151,13.51722002965144,5.992221851875885,1.6253967704666037,787.9999999999999
-4,-3,3,-2,6,-7,8,-3,10,-4,0,-8,2,8,3,10,10,6,-7,1,2,0,10,2,10,-14.386709921818474,-5.267613297237985,0.12699187003198426,17.82417012561466,10.70316122340981,667.0000000000003
-7,7,4,0,-7,8,7,-1,6,2,-2,-9,-10,2,-3,-3,7,7,-10,3,-5,4,2,-1,3,10.622149863325667,5.624062325523207,-18.218558299271614,-9.933413482118851,-5.094240407458425,601.0000000000003
2,3,-2,1,7,1,-10,3,9,1,1,1,-4,-4,-3,-7,4,5,-5,-1,10,7,-10,-7,3,12.057745705886635,-13.706129025407877,-8.099428458985708,-1.889977684682676,-2.3622105368103603,407.99999999999983
-2,9,10,3,0,8,10,9,5,-10,5,4,2,-5,-8,0,6,-9,1,-1,-4,5,-9,-5,0,19.902496635627266,8.763894966636242,-1.8766095947843107,-4.15961984962518,-11.630162157854054,628.9999999999995
1,2,-10,-9,0,8,-5,7,-9,5,-6,9,-1,6,-7,-4,10,4,-4,-10,1,3,-5,-10,-9,-20.251199448081906,-10.103057478496536,-2.826056414882635,9.408067431415855,5.772245910045265,641.999999999999
5,8,6,-8,-8,-1,-9,-5,8,9,0,5,-10,-7,8,-4,8,-10,-5,1,-7,-7,-1,5,1,-17.149953742791148,-10.137657337797576,8.321803280256104,-1.9033261948423867,2.8691339951749835,478.00000000000034
-7,-10,-6,-2,8,6,10,3,5,-5,-8,-6,-1,5,8,-1,5,1,6,-4,4,10,7,3,-9,-14.381812151881585,9.017551432829144,5.402328828563527,-2.1195489582087705,1.081480848697686,323.0000000000001
-10,10,-9,7,-4,4,-2,-8,7,-2,-9,-6,10,2,10,-6,-2,8,-8,3,4,-9,8,-10,7,20.077640203517365,3.3155391968562733,-13.102580153279375,-8.210218606381414,-5.080380640712855,678.9999999999993
1,5,-7,4,0,4,0,-7,-8,8,3,-7,-8,-1,2,5,-6,-3,10,0,-9,-8,9,-9,-9,13.4914354460248,-11.678425040684875,-8.046709778541604,2.216696373415838,-1.9829970002141424,392.00000000000017
7,4,-10,-7,-8,-5,8,-3,-2,6,-10,3,-7,-6,3,-3,3,-4,0,4,-4,6,4,-10,-7,14.356629511699829,-13.63959023076134,-7.918438836534486,7.4559655241664045,0.745434031429557,510.9999999999996
-2,10,-5,-1,9,5,-10,6,1,-9,-1,5,-5,-3,6,-10,-3,-5,9,-9,-2,3,6,-7,-3,15.260371719385608,1.3050784967411637,-3.336130561083247,-11.177085161218676,-13.052234493824848,540.9999999999998
2,-10,-1,-5,8,-10,0,-5,10,0,-4,-10,10,10,5,-8,-1,2,-8,8,6,-5,-2,7,-6,-18.76660655334277,15.591655261820549,11.957439311050754,-6.733515563041828,-4.048972456486684,800.0000000000005
-9,3,8,0,-3,-7,-5,10,0,9,3,8,-5,-5,-5,-6,7,-1,-10,-6,3,3,-5,-9,7,-21.496785068244485,-9.484614251355971,9.22813047011966,-2.647399462592235,2.400668312073032,650.0
8,-5,9,-4,-3,0,9,-5,7,-2,2,-5,-2,-7,-8,-1,-4,-9,-4,6,2,0,-2,2,-3,-10.357237994384509,-6.092029145523357,13.064778359340766,4.661934717989801,6.722554062577307,382.00000000000017
-4,-3,5,-5,8,8,-9,6,-7,7,-4,0,-10,7,-10,-2,-5,5,-7,-4,2,-7,-10,7,6,-17.076332833324976,-9.458508685212694,-3.8498842180798034,0.3877683736686692,5.996957362948797,431.9999999999999
-4,-2,-4,1,-9,-10,1,-10,-5,-8,5,-8,-7,-5,8,3,-4,-2,-3,6,4,-5,-1,10,-3,9.439430993962587,1.9046747430070277,-2.310378572050938,-10.216020301879004,-14.817706863039685,421.9999999999999
-9,4,1,1,-1,-10,-3,10,6,-8,0,3,10,-8,3,-3,8,0,1,1,0,2,3,8,-5,-12.711157886261873,-5.727006767306087,-0.16428404240622038,3.637579020261132,8.964869675713055,287.9999999999999
-1,-3,-3,-7,-1,4,-2,2,-6,-7,-7,-7,-1,-8,-8,-5,-7,-9,-9,8,5,-10,-5,2,-7,10.21596970038401,4.2865019991349325,-2.201568028337714,-13.257462644340043,-19.04344102684118,666.0000000000002
-4,6,7,-2,10,-4,4,-8,5,-10,-7,-5,6,5,1,-5,8,2,2,3,4,-7,-4,3,5,-8.44349363362993,-5.0875507500246515,14.314344161918504,4.642077338659373,7.574622883076695,380.9999999999999
-10,3,9,-1,-7,2,10,4,-4,-4,10,1,-5,5,6,-10,-1,7,-3,9,2,-8,5,7,0,15.85391466439837,-19.07629174021522,7.6835041344146795,-5.2126235292634835,-7.248503529334345,754.0000000000003
